"","ic","method","pval","null_l","tmt_l","or_7_1_param","or_6_2_param","fl_8_3_param","fl_8_5_param","all_converge","valid_subset"
"153","1.416,0.984,0.444,0.101","L-BFGS-B",0,-74195.9,-75772.5275289032,"3.27883869063645,0.988061684719159,0.530682241639594,0.084831171431198","3.72060300793375,0.95052465249664,0.666565260137764,0.0636116257748854","3.16563837262968,0.957560277022317,0.595091262683355,0.0536951830104136","3.33834437941413,0.953299008593332,0.620720497768091,0.051656426309232",TRUE,TRUE
"154","1.416,0.984,0.444,0.101","L-BFGS-B",0,-74189.1,-75772.5275289032,"3.27883869063645,0.988061684719159,0.530682241639594,0.084831171431198","3.72060300793375,0.95052465249664,0.666565260137764,0.0636116257748854","3.16563837262968,0.957560277022317,0.595091262683355,0.0536951830104136","3.33834437941413,0.953299008593332,0.620720497768091,0.051656426309232",TRUE,TRUE
"155","1.416,0.984,0.444,0.101","L-BFGS-B",0,-74569.3,-75772.5275289032,"3.27883869063645,0.988061684719159,0.530682241639594,0.084831171431198","3.72060300793375,0.95052465249664,0.666565260137764,0.0636116257748854","3.16563837262968,0.957560277022317,0.595091262683355,0.0536951830104136","3.33834437941413,0.953299008593332,0.620720497768091,0.051656426309232",TRUE,TRUE
"156","1.416,0.984,0.444,0.101","L-BFGS-B",0,-74571.7,-75772.5275289032,"3.27883869063645,0.988061684719159,0.530682241639594,0.084831171431198","3.72060300793375,0.95052465249664,0.666565260137764,0.0636116257748854","3.16563837262968,0.957560277022317,0.595091262683355,0.0536951830104136","3.33834437941413,0.953299008593332,0.620720497768091,0.051656426309232",TRUE,TRUE
"157","5e-04,0.5,1,1","L-BFGS-B",0,-71146.3,-75772.5275962128,"3.2788263799845,0.988073675932361,0.530667140449026,0.0848288970093071","3.71950951875228,0.950571073990876,0.666415032071631,0.0636155865682761","3.16573805005501,0.957553534235372,0.595110155502139,0.0536949187642234","3.33814834925782,0.953241228591658,0.620770372413284,0.0516489819224707",TRUE,TRUE
"158","5e-04,0.5,1,1","L-BFGS-B",0,-74005.7,-75772.5275962128,"3.2788263799845,0.988073675932361,0.530667140449026,0.0848288970093071","3.71950951875228,0.950571073990876,0.666415032071631,0.0636155865682761","3.16573805005501,0.957553534235372,0.595110155502139,0.0536949187642234","3.33814834925782,0.953241228591658,0.620770372413284,0.0516489819224707",TRUE,TRUE
"159","5e-04,0.5,1,1","L-BFGS-B",0,-74195.9,-75772.5275962128,"3.2788263799845,0.988073675932361,0.530667140449026,0.0848288970093071","3.71950951875228,0.950571073990876,0.666415032071631,0.0636155865682761","3.16573805005501,0.957553534235372,0.595110155502139,0.0536949187642234","3.33814834925782,0.953241228591658,0.620770372413284,0.0516489819224707",TRUE,TRUE
"160","5e-04,0.5,1,1","L-BFGS-B",0,-74189.1,-75772.5275962128,"3.2788263799845,0.988073675932361,0.530667140449026,0.0848288970093071","3.71950951875228,0.950571073990876,0.666415032071631,0.0636155865682761","3.16573805005501,0.957553534235372,0.595110155502139,0.0536949187642234","3.33814834925782,0.953241228591658,0.620770372413284,0.0516489819224707",TRUE,TRUE
"161","5e-04,0.5,1,1","L-BFGS-B",0,-74569.3,-75772.5275962128,"3.2788263799845,0.988073675932361,0.530667140449026,0.0848288970093071","3.71950951875228,0.950571073990876,0.666415032071631,0.0636155865682761","3.16573805005501,0.957553534235372,0.595110155502139,0.0536949187642234","3.33814834925782,0.953241228591658,0.620770372413284,0.0516489819224707",TRUE,TRUE
"162","5e-04,0.5,1,1","L-BFGS-B",0,-74571.7,-75772.5275962128,"3.2788263799845,0.988073675932361,0.530667140449026,0.0848288970093071","3.71950951875228,0.950571073990876,0.666415032071631,0.0636155865682761","3.16573805005501,0.957553534235372,0.595110155502139,0.0536949187642234","3.33814834925782,0.953241228591658,0.620770372413284,0.0516489819224707",TRUE,TRUE
"163","2.5,1,1,1","L-BFGS-B",0,-71146.3,-75772.5264398003,"3.27887096674038,0.98806260906295,0.530683672334965,0.084830928346807","3.72055290528128,0.950540877895845,0.666530410440286,0.0636163328959748","3.16488321624335,0.957575156455348,0.595017755128439,0.0536967257697848","3.33829063597492,0.953281426280993,0.620739537599978,0.0516588195862762",TRUE,TRUE
"164","2.5,1,1,1","L-BFGS-B",0,-74005.7,-75772.5264398003,"3.27887096674038,0.98806260906295,0.530683672334965,0.084830928346807","3.72055290528128,0.950540877895845,0.666530410440286,0.0636163328959748","3.16488321624335,0.957575156455348,0.595017755128439,0.0536967257697848","3.33829063597492,0.953281426280993,0.620739537599978,0.0516588195862762",TRUE,TRUE
"165","2.5,1,1,1","L-BFGS-B",0,-74195.9,-75772.5264398003,"3.27887096674038,0.98806260906295,0.530683672334965,0.084830928346807","3.72055290528128,0.950540877895845,0.666530410440286,0.0636163328959748","3.16488321624335,0.957575156455348,0.595017755128439,0.0536967257697848","3.33829063597492,0.953281426280993,0.620739537599978,0.0516588195862762",TRUE,TRUE
"166","2.5,1,1,1","L-BFGS-B",0,-74189.1,-75772.5264398003,"3.27887096674038,0.98806260906295,0.530683672334965,0.084830928346807","3.72055290528128,0.950540877895845,0.666530410440286,0.0636163328959748","3.16488321624335,0.957575156455348,0.595017755128439,0.0536967257697848","3.33829063597492,0.953281426280993,0.620739537599978,0.0516588195862762",TRUE,TRUE
"167","2.5,1,1,1","L-BFGS-B",0,-74569.3,-75772.5264398003,"3.27887096674038,0.98806260906295,0.530683672334965,0.084830928346807","3.72055290528128,0.950540877895845,0.666530410440286,0.0636163328959748","3.16488321624335,0.957575156455348,0.595017755128439,0.0536967257697848","3.33829063597492,0.953281426280993,0.620739537599978,0.0516588195862762",TRUE,TRUE
"168","2.5,1,1,1","L-BFGS-B",0,-74571.7,-75772.5264398003,"3.27887096674038,0.98806260906295,0.530683672334965,0.084830928346807","3.72055290528128,0.950540877895845,0.666530410440286,0.0636163328959748","3.16488321624335,0.957575156455348,0.595017755128439,0.0536967257697848","3.33829063597492,0.953281426280993,0.620739537599978,0.0516588195862762",TRUE,TRUE
"169","4,0.94,0.7029,0.0546","L-BFGS-B",0,-71146.3,-75772.5272590636,"3.27888049414825,0.988060542548884,0.530686824896563,0.0848310428488436","3.72063309795626,0.950549555000177,0.666523240113234,0.0636169464564451","3.16561200190179,0.957546967252814,0.595113894724798,0.0536956879400239","3.33855478494436,0.953266962618509,0.620786482011935,0.0516547476532164",TRUE,TRUE
"170","4,0.94,0.7029,0.0546","L-BFGS-B",0,-74005.7,-75772.5272590636,"3.27888049414825,0.988060542548884,0.530686824896563,0.0848310428488436","3.72063309795626,0.950549555000177,0.666523240113234,0.0636169464564451","3.16561200190179,0.957546967252814,0.595113894724798,0.0536956879400239","3.33855478494436,0.953266962618509,0.620786482011935,0.0516547476532164",TRUE,TRUE
"171","4,0.94,0.7029,0.0546","L-BFGS-B",0,-74195.9,-75772.5272590636,"3.27888049414825,0.988060542548884,0.530686824896563,0.0848310428488436","3.72063309795626,0.950549555000177,0.666523240113234,0.0636169464564451","3.16561200190179,0.957546967252814,0.595113894724798,0.0536956879400239","3.33855478494436,0.953266962618509,0.620786482011935,0.0516547476532164",TRUE,TRUE
"172","4,0.94,0.7029,0.0546","L-BFGS-B",0,-74189.1,-75772.5272590636,"3.27888049414825,0.988060542548884,0.530686824896563,0.0848310428488436","3.72063309795626,0.950549555000177,0.666523240113234,0.0636169464564451","3.16561200190179,0.957546967252814,0.595113894724798,0.0536956879400239","3.33855478494436,0.953266962618509,0.620786482011935,0.0516547476532164",TRUE,TRUE
"173","4,0.94,0.7029,0.0546","L-BFGS-B",0,-74569.3,-75772.5272590636,"3.27888049414825,0.988060542548884,0.530686824896563,0.0848310428488436","3.72063309795626,0.950549555000177,0.666523240113234,0.0636169464564451","3.16561200190179,0.957546967252814,0.595113894724798,0.0536956879400239","3.33855478494436,0.953266962618509,0.620786482011935,0.0516547476532164",TRUE,TRUE
"174","4,0.94,0.7029,0.0546","L-BFGS-B",0,-74571.7,-75772.5272590636,"3.27888049414825,0.988060542548884,0.530686824896563,0.0848310428488436","3.72063309795626,0.950549555000177,0.666523240113234,0.0636169464564451","3.16561200190179,0.957546967252814,0.595113894724798,0.0536956879400239","3.33855478494436,0.953266962618509,0.620786482011935,0.0516547476532164",TRUE,TRUE
"175","4,1,1,1","L-BFGS-B",0,-71146.3,-75772.5271930442,"3.27885981946315,0.988059245642898,0.530685778359318,0.0848307712678299","3.72036680310967,0.950559407631297,0.666474537688714,0.0636135928088528","3.165669136331,0.957557883047517,0.595096642265979,0.0536957233534202","3.33829225792812,0.953279222081716,0.620742419285805,0.0516587072733912",TRUE,TRUE
"176","4,1,1,1","L-BFGS-B",0,-74005.7,-75772.5271930442,"3.27885981946315,0.988059245642898,0.530685778359318,0.0848307712678299","3.72036680310967,0.950559407631297,0.666474537688714,0.0636135928088528","3.165669136331,0.957557883047517,0.595096642265979,0.0536957233534202","3.33829225792812,0.953279222081716,0.620742419285805,0.0516587072733912",TRUE,TRUE
"177","4,1,1,1","L-BFGS-B",0,-74195.9,-75772.5271930442,"3.27885981946315,0.988059245642898,0.530685778359318,0.0848307712678299","3.72036680310967,0.950559407631297,0.666474537688714,0.0636135928088528","3.165669136331,0.957557883047517,0.595096642265979,0.0536957233534202","3.33829225792812,0.953279222081716,0.620742419285805,0.0516587072733912",TRUE,TRUE
"178","4,1,1,1","L-BFGS-B",0,-74189.1,-75772.5271930442,"3.27885981946315,0.988059245642898,0.530685778359318,0.0848307712678299","3.72036680310967,0.950559407631297,0.666474537688714,0.0636135928088528","3.165669136331,0.957557883047517,0.595096642265979,0.0536957233534202","3.33829225792812,0.953279222081716,0.620742419285805,0.0516587072733912",TRUE,TRUE
"179","4,1,1,1","L-BFGS-B",0,-74569.3,-75772.5271930442,"3.27885981946315,0.988059245642898,0.530685778359318,0.0848307712678299","3.72036680310967,0.950559407631297,0.666474537688714,0.0636135928088528","3.165669136331,0.957557883047517,0.595096642265979,0.0536957233534202","3.33829225792812,0.953279222081716,0.620742419285805,0.0516587072733912",TRUE,TRUE
"180","4,1,1,1","L-BFGS-B",0,-74571.7,-75772.5271930442,"3.27885981946315,0.988059245642898,0.530685778359318,0.0848307712678299","3.72036680310967,0.950559407631297,0.666474537688714,0.0636135928088528","3.165669136331,0.957557883047517,0.595096642265979,0.0536957233534202","3.33829225792812,0.953279222081716,0.620742419285805,0.0516587072733912",TRUE,TRUE
