"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","wildland_fire_param","mastication_param","all_converge","valid_subset","failed_converge_names"
"60","4,0.94,0.7029,0.0546","Nelder-Mead",0,-71562.7020218135,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"61","4,0.94,0.7029,0.0546","Nelder-Mead",0,-71823.7402612034,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"62","4,0.94,0.7029,0.0546","Nelder-Mead",0,-62182.4379342165,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"63","4,0.94,0.7029,0.0546","Nelder-Mead",0,2000,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"64","4,1,1,1","Nelder-Mead",0,-67320.2793034479,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"65","4,1,1,1","Nelder-Mead",0,-71512.8184391626,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"66","4,1,1,1","Nelder-Mead",0,-71829.6370804798,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"67","4,1,1,1","Nelder-Mead",0,-71562.7020218135,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"68","4,1,1,1","Nelder-Mead",0,-71823.7402612034,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"69","4,1,1,1","Nelder-Mead",0,-62182.4379342165,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"70","4,1,1,1","Nelder-Mead",0,2000,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"71","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","BFGS",0,-67320.2793034479,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"72","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","BFGS",0,-71512.8184391626,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"73","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","BFGS",0,-71829.6370804798,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"74","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","BFGS",0,-71562.7020218135,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"75","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","BFGS",0,-71823.7402612034,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"76","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","BFGS",0,-62182.4379342165,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"77","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","BFGS",0,2000,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"78","3,0.7,1,7e-04","BFGS",0,-67320.2793034479,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
