"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","wildland_fire_param","mastication_param","all_converge","valid_subset","failed_converge_names"
"173","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"174","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"175","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"176","1.416,0.984,0.444,0.101","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"177","1.416,0.984,0.444,0.101","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"178","1.416,0.984,0.444,0.101","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"179","1.416,0.984,0.444,0.101","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"180","1.416,0.984,0.444,0.101","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"181","1.416,0.984,0.444,0.101","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"182","1.416,0.984,0.444,0.101","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"183","5e-04,0.5,1,1","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"184","5e-04,0.5,1,1","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"185","5e-04,0.5,1,1","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"186","5e-04,0.5,1,1","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"187","5e-04,0.5,1,1","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"188","5e-04,0.5,1,1","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"189","5e-04,0.5,1,1","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"190","2.5,1,1,1","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"191","2.5,1,1,1","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"192","2.5,1,1,1","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"193","2.5,1,1,1","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"194","2.5,1,1,1","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"195","2.5,1,1,1","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"196","2.5,1,1,1","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"197","4,0.94,0.7029,0.0546","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"198","4,0.94,0.7029,0.0546","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"199","4,0.94,0.7029,0.0546","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"200","4,0.94,0.7029,0.0546","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"201","4,0.94,0.7029,0.0546","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"202","4,0.94,0.7029,0.0546","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"203","4,0.94,0.7029,0.0546","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"204","4,1,1,1","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"205","4,1,1,1","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"206","4,1,1,1","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"207","4,1,1,1","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"208","4,1,1,1","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"209","4,1,1,1","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"210","4,1,1,1","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
