"","ic","method","pval","null_l","tmt_l","unknown_param_fl","other_mechanical_param_fl","prescribed_fire_param_fl","wildfire_param_fl","thinning_param_fl","herbicide_param_fl","clearcut_param_fl","wildland_fire_param_fl","mastication_param_fl","unknown_param_or","other_mechanical_param_or","prescribed_fire_param_or","wildfire_param_or","thinning_param_or","herbicide_param_or","clearcut_param_or","wildland_fire_param_or","mastication_param_or","all_converge","valid_subset","failed_converge_names"
"42","4,0.5,0.8,9e-04","BFGS",0,-86101.8221161908,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"43","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","BFGS",0,-86106.1749969269,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"44","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","BFGS",0,-86106.1724566625,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"45","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","BFGS",0,-86101.8221161908,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"46","1.416,0.984,0.444,0.101","BFGS",0,-86106.1749969269,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"47","1.416,0.984,0.444,0.101","BFGS",0,-86106.1724566625,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"48","1.416,0.984,0.444,0.101","BFGS",0,-86101.8221161908,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"49","5e-04,0.5,1,1","BFGS",0,-86106.1749969269,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"50","5e-04,0.5,1,1","BFGS",0,-86106.1724566625,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"51","5e-04,0.5,1,1","BFGS",0,-86101.8221161908,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"52","2.5,1,1,1","BFGS",0,-86106.1749969269,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"53","2.5,1,1,1","BFGS",0,-86106.1724566625,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"54","2.5,1,1,1","BFGS",0,-86101.8221161908,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"55","4,0.94,0.7029,0.0546","BFGS",0,-86106.1749969269,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"56","4,0.94,0.7029,0.0546","BFGS",0,-86106.1724566625,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"57","4,0.94,0.7029,0.0546","BFGS",0,-86101.8221161908,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"58","4,1,1,1","BFGS",0,-86106.1749969269,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"59","4,1,1,1","BFGS",0,-86106.1724566625,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"60","4,1,1,1","BFGS",0,-86101.8221161908,-87256.56287244,"3.23459516875631,0.940901811406752,0.63011673921027,0.0491114447924695","4.78895903008378,0.968704638530241,0.64963927769491,0.0902079396507379","3.6045334943338,0.983695891284842,0.659812960840515,0.042602238480654","2.94811608292215,0.974656039262702,0.659491933094501,0.0293852916052947","1.25385863540127,1.01725146422607,0.410115812803771,0.0193223973633852","3.48778249902498,0.867032704943338,0.926974829811567,0.0526036323889921","33.7752838982902,0.947677839127142,1.16581739836015,0.00760550592534087","2.21387081204808,0.982130119214776,0.588136238824648,0.0115615582027525","1.96977844371154,0.530869410434822,1.12831983269337,0.0208056259779275","3.37245717820061,0.959716743308121,0.632574742286204,0.047829455110601","2.82462482562063,1.01066867059407,0.432743493673024,0.0930082942204429","5.13314567620907,0.959328825249011,0.762117064103581,0.0584072293177914","2.53232179043418,0.990398962810402,0.587422390270015,0.0373058699669351","3.54816090904232,0.941571114460691,0.773151010956602,0.0251607273537888","2.43068506442693,0.944214343361124,0.395738834366219,0.0866403334850263","2.15691757714665,0.987409931115494,0.547507418297042,0.0214048214603157","2.70179332199809,0.973299940735345,0.641647157876744,0.0345677050726262","2.35196409383547,0.685209526256314,0.742522413839981,0.0808341729539306",TRUE,TRUE,""
"61","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,-86106.1749969269,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
"62","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,-86106.1724566625,-87249.4472762983,"3.23473193956522,0.940903571854387,0.630119888431929,0.0491137680691009","4.78926786951245,0.96868273527495,0.649669376838131,0.0902070571932841","3.60737167573286,0.983659650231347,0.660100478055851,0.0426069853900069","2.94806015158474,0.974681624493676,0.659440755631778,0.0293941306965366","1.25517362562577,1.01660357658473,0.41121052091302,0.0193133189272196","3.48895613074684,0.866973421023431,0.927259792594662,0.052617872759882","3.99959028623747,0.967790179491512,0.712336912547369,0.00899935978548391","2.2136633524842,0.982127745390799,0.588118769076308,0.0115722790923171","1.7732643041444,0.535557108972795,1.04503934314133,0.0208324601576925","3.37181551739785,0.959710334887463,0.632526902756317,0.0478352207612961","2.82237426609418,1.01114085191453,0.432097712824071,0.0930331720835956","5.13230494095609,0.959323068609104,0.762083506593003,0.0584211349724632","2.53110739117556,0.990468687592387,0.587161465578069,0.0373272193727042","3.98954413960104,0.9368442393947,0.814479239625498,0.0252037081412745","2.43054763283257,0.944211975292811,0.395727021458088,0.0866402182908506","2.1568181269988,0.987422236383224,0.547473861782034,0.0214046992918436","2.701863827343,0.973293032050544,0.641664801847081,0.0345680567129216","2.35201325048837,0.685205093054289,0.742531686132045,0.0808487395037845",FALSE,TRUE,",Wildfire"
