"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","all_converge","valid_subset","failed_converge_names"
"46","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3967980458,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"47","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3965866467,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"48","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3960066695,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"49","2.5,0.8,0.9,0.001","Nelder-Mead",0,2000,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"50","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3963538568,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"51","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3952169248,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"52","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3952387782,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"53","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3965609659,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"54","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3964568531,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"55","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3951824432,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"56","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3961117039,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"57","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3953244185,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"58","4,0.5,0.8,9e-04","Nelder-Mead",0,-54595.8411806081,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"59","4,0.5,0.8,9e-04","Nelder-Mead",0,-66851.2948267197,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"60","4,0.5,0.8,9e-04","Nelder-Mead",0,-66947.7503646205,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"61","4,0.5,0.8,9e-04","Nelder-Mead",0,-66694.5214238455,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"62","4,0.5,0.8,9e-04","Nelder-Mead",0,-66944.5835966122,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"63","4,0.5,0.8,9e-04","Nelder-Mead",0,-66948.3955521707,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"64","4,0.5,0.8,9e-04","Nelder-Mead",0,-65693.1198438367,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"65","4,0.5,0.8,9e-04","Nelder-Mead",0,-66948.3967980458,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"66","4,0.5,0.8,9e-04","Nelder-Mead",0,-66948.3965866467,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"67","4,0.5,0.8,9e-04","Nelder-Mead",0,-66948.3960066695,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"68","4,0.5,0.8,9e-04","Nelder-Mead",0,2000,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"69","4,0.5,0.8,9e-04","Nelder-Mead",0,-66948.3963538568,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"70","4,0.5,0.8,9e-04","Nelder-Mead",0,-66948.3952169248,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"71","4,0.5,0.8,9e-04","Nelder-Mead",0,-66948.3952387782,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
