"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","all_converge","valid_subset","failed_converge_names"
"160","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3967980458,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"161","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3965866467,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"162","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3960066695,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"163","4,0.94,0.7029,0.0546","Nelder-Mead",0,2000,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"164","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3963538568,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"165","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3952169248,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"166","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3952387782,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"167","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3965609659,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"168","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3964568531,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"169","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3951824432,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"170","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3961117039,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"171","4,0.94,0.7029,0.0546","Nelder-Mead",0,-66948.3953244185,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"172","4,1,1,1","Nelder-Mead",0,-54595.8411806081,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"173","4,1,1,1","Nelder-Mead",0,-66851.2948267197,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"174","4,1,1,1","Nelder-Mead",0,-66947.7503646205,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"175","4,1,1,1","Nelder-Mead",0,-66694.5214238455,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"176","4,1,1,1","Nelder-Mead",0,-66944.5835966122,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"177","4,1,1,1","Nelder-Mead",0,-66948.3955521707,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"178","4,1,1,1","Nelder-Mead",0,-65693.1198438367,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"179","4,1,1,1","Nelder-Mead",0,-66948.3967980458,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"180","4,1,1,1","Nelder-Mead",0,-66948.3965866467,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"181","4,1,1,1","Nelder-Mead",0,-66948.3960066695,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"182","4,1,1,1","Nelder-Mead",0,2000,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"183","4,1,1,1","Nelder-Mead",0,-66948.3963538568,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"184","4,1,1,1","Nelder-Mead",0,-66948.3952169248,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"185","4,1,1,1","Nelder-Mead",0,-66948.3952387782,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"186","4,1,1,1","Nelder-Mead",0,-66948.3965609659,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"187","4,1,1,1","Nelder-Mead",0,-66948.3964568531,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"188","4,1,1,1","Nelder-Mead",0,-66948.3951824432,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"189","4,1,1,1","Nelder-Mead",0,-66948.3961117039,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"190","4,1,1,1","Nelder-Mead",0,-66948.3953244185,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"191","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-54595.8411806081,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"192","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66851.2948267197,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"193","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66947.7503646205,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"194","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66694.5214238455,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"195","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66944.5835966122,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"196","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3955521707,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"197","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-65693.1198438367,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"198","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3967980458,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"199","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3965866467,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"200","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3960066695,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"201","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,2000,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"202","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3963538568,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"203","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3952169248,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"204","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3952387782,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"205","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",0,-66948.3965609659,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
