"","ic","method","pval","null_l","tmt_l","unknown_param_or","other_mechanical_param_or","prescribed_fire_param_or","wildfire_param_or","thinning_param_or","herbicide_param_or","clearcut_param_or","unknown_param_fl","other_mechanical_param_fl","prescribed_fire_param_fl","wildfire_param_fl","thinning_param_fl","herbicide_param_fl","clearcut_param_fl","all_converge","valid_subset","failed_converge_names"
"52","2.5,1,1,1","BFGS",1,-78590.3218936231,-34502.9095000939,"3.38698699221763,0.955873375871377,0.638402261859372,0.0474516377232861","2.83831111209218,1.00123498831282,0.448094023757646,0.0917453340566503","3.5289776451439,0.959539179231691,0.717830447598309,0.0314947731109026","2.59312975509325,0.98742977242865,0.608227282329314,0.0330529394639362","3.55003143025578,0.941551592503539,0.773316979672663,0.0251558143937299","23.6353203832195,-490.226528658042,-205.325782158816,-195.472259994197","2.15681789253367,0.987393953680757,0.547467739362217,0.0213702518540092","3.25365205696375,0.938819767874058,0.635484135045597,0.0486405068394619","2.87369228092346,0.954043593437331,0.642701412899367,0.0618478742627329","4.00736226147805,0.969692191495177,0.73970150909733,0.0333245697210579","3.01848810566407,0.96356265045272,0.691362375360675,0.0293539927507091","1.60460682361519,0.975012294345611,0.552199026815441,0.0130810973353109","4.10933717260351,0.797521576430278,1.1890281233647,0.0617063987679508","6.66479402572588,0.956568843913575,0.839261951322914,0.00898155002602346",TRUE,TRUE,""
"53","2.5,1,1,1","BFGS",1,-69478.2446614625,-34502.9095000939,"3.38698699221763,0.955873375871377,0.638402261859372,0.0474516377232861","2.83831111209218,1.00123498831282,0.448094023757646,0.0917453340566503","3.5289776451439,0.959539179231691,0.717830447598309,0.0314947731109026","2.59312975509325,0.98742977242865,0.608227282329314,0.0330529394639362","3.55003143025578,0.941551592503539,0.773316979672663,0.0251558143937299","23.6353203832195,-490.226528658042,-205.325782158816,-195.472259994197","2.15681789253367,0.987393953680757,0.547467739362217,0.0213702518540092","3.25365205696375,0.938819767874058,0.635484135045597,0.0486405068394619","2.87369228092346,0.954043593437331,0.642701412899367,0.0618478742627329","4.00736226147805,0.969692191495177,0.73970150909733,0.0333245697210579","3.01848810566407,0.96356265045272,0.691362375360675,0.0293539927507091","1.60460682361519,0.975012294345611,0.552199026815441,0.0130810973353109","4.10933717260351,0.797521576430278,1.1890281233647,0.0617063987679508","6.66479402572588,0.956568843913575,0.839261951322914,0.00898155002602346",TRUE,TRUE,""
"54","2.5,1,1,1","BFGS",1,-69473.8616758741,-34502.9095000939,"3.38698699221763,0.955873375871377,0.638402261859372,0.0474516377232861","2.83831111209218,1.00123498831282,0.448094023757646,0.0917453340566503","3.5289776451439,0.959539179231691,0.717830447598309,0.0314947731109026","2.59312975509325,0.98742977242865,0.608227282329314,0.0330529394639362","3.55003143025578,0.941551592503539,0.773316979672663,0.0251558143937299","23.6353203832195,-490.226528658042,-205.325782158816,-195.472259994197","2.15681789253367,0.987393953680757,0.547467739362217,0.0213702518540092","3.25365205696375,0.938819767874058,0.635484135045597,0.0486405068394619","2.87369228092346,0.954043593437331,0.642701412899367,0.0618478742627329","4.00736226147805,0.969692191495177,0.73970150909733,0.0333245697210579","3.01848810566407,0.96356265045272,0.691362375360675,0.0293539927507091","1.60460682361519,0.975012294345611,0.552199026815441,0.0130810973353109","4.10933717260351,0.797521576430278,1.1890281233647,0.0617063987679508","6.66479402572588,0.956568843913575,0.839261951322914,0.00898155002602346",TRUE,TRUE,""
"55","4,0.94,0.7029,0.0546","BFGS",1,-78590.3218936231,-34502.9095000939,"3.38698699221763,0.955873375871377,0.638402261859372,0.0474516377232861","2.83831111209218,1.00123498831282,0.448094023757646,0.0917453340566503","3.5289776451439,0.959539179231691,0.717830447598309,0.0314947731109026","2.59312975509325,0.98742977242865,0.608227282329314,0.0330529394639362","3.55003143025578,0.941551592503539,0.773316979672663,0.0251558143937299","23.6353203832195,-490.226528658042,-205.325782158816,-195.472259994197","2.15681789253367,0.987393953680757,0.547467739362217,0.0213702518540092","3.25365205696375,0.938819767874058,0.635484135045597,0.0486405068394619","2.87369228092346,0.954043593437331,0.642701412899367,0.0618478742627329","4.00736226147805,0.969692191495177,0.73970150909733,0.0333245697210579","3.01848810566407,0.96356265045272,0.691362375360675,0.0293539927507091","1.60460682361519,0.975012294345611,0.552199026815441,0.0130810973353109","4.10933717260351,0.797521576430278,1.1890281233647,0.0617063987679508","6.66479402572588,0.956568843913575,0.839261951322914,0.00898155002602346",TRUE,TRUE,""
"56","4,0.94,0.7029,0.0546","BFGS",1,-69478.2446614625,-34502.9095000939,"3.38698699221763,0.955873375871377,0.638402261859372,0.0474516377232861","2.83831111209218,1.00123498831282,0.448094023757646,0.0917453340566503","3.5289776451439,0.959539179231691,0.717830447598309,0.0314947731109026","2.59312975509325,0.98742977242865,0.608227282329314,0.0330529394639362","3.55003143025578,0.941551592503539,0.773316979672663,0.0251558143937299","23.6353203832195,-490.226528658042,-205.325782158816,-195.472259994197","2.15681789253367,0.987393953680757,0.547467739362217,0.0213702518540092","3.25365205696375,0.938819767874058,0.635484135045597,0.0486405068394619","2.87369228092346,0.954043593437331,0.642701412899367,0.0618478742627329","4.00736226147805,0.969692191495177,0.73970150909733,0.0333245697210579","3.01848810566407,0.96356265045272,0.691362375360675,0.0293539927507091","1.60460682361519,0.975012294345611,0.552199026815441,0.0130810973353109","4.10933717260351,0.797521576430278,1.1890281233647,0.0617063987679508","6.66479402572588,0.956568843913575,0.839261951322914,0.00898155002602346",TRUE,TRUE,""
"57","4,0.94,0.7029,0.0546","BFGS",1,-69473.8616758741,-34502.9095000939,"3.38698699221763,0.955873375871377,0.638402261859372,0.0474516377232861","2.83831111209218,1.00123498831282,0.448094023757646,0.0917453340566503","3.5289776451439,0.959539179231691,0.717830447598309,0.0314947731109026","2.59312975509325,0.98742977242865,0.608227282329314,0.0330529394639362","3.55003143025578,0.941551592503539,0.773316979672663,0.0251558143937299","23.6353203832195,-490.226528658042,-205.325782158816,-195.472259994197","2.15681789253367,0.987393953680757,0.547467739362217,0.0213702518540092","3.25365205696375,0.938819767874058,0.635484135045597,0.0486405068394619","2.87369228092346,0.954043593437331,0.642701412899367,0.0618478742627329","4.00736226147805,0.969692191495177,0.73970150909733,0.0333245697210579","3.01848810566407,0.96356265045272,0.691362375360675,0.0293539927507091","1.60460682361519,0.975012294345611,0.552199026815441,0.0130810973353109","4.10933717260351,0.797521576430278,1.1890281233647,0.0617063987679508","6.66479402572588,0.956568843913575,0.839261951322914,0.00898155002602346",TRUE,TRUE,""
"58","4,1,1,1","BFGS",1,-78590.3218936231,-34502.9095000939,"3.38698699221763,0.955873375871377,0.638402261859372,0.0474516377232861","2.83831111209218,1.00123498831282,0.448094023757646,0.0917453340566503","3.5289776451439,0.959539179231691,0.717830447598309,0.0314947731109026","2.59312975509325,0.98742977242865,0.608227282329314,0.0330529394639362","3.55003143025578,0.941551592503539,0.773316979672663,0.0251558143937299","23.6353203832195,-490.226528658042,-205.325782158816,-195.472259994197","2.15681789253367,0.987393953680757,0.547467739362217,0.0213702518540092","3.25365205696375,0.938819767874058,0.635484135045597,0.0486405068394619","2.87369228092346,0.954043593437331,0.642701412899367,0.0618478742627329","4.00736226147805,0.969692191495177,0.73970150909733,0.0333245697210579","3.01848810566407,0.96356265045272,0.691362375360675,0.0293539927507091","1.60460682361519,0.975012294345611,0.552199026815441,0.0130810973353109","4.10933717260351,0.797521576430278,1.1890281233647,0.0617063987679508","6.66479402572588,0.956568843913575,0.839261951322914,0.00898155002602346",TRUE,TRUE,""
"59","4,1,1,1","BFGS",1,-69478.2446614625,-34502.9095000939,"3.38698699221763,0.955873375871377,0.638402261859372,0.0474516377232861","2.83831111209218,1.00123498831282,0.448094023757646,0.0917453340566503","3.5289776451439,0.959539179231691,0.717830447598309,0.0314947731109026","2.59312975509325,0.98742977242865,0.608227282329314,0.0330529394639362","3.55003143025578,0.941551592503539,0.773316979672663,0.0251558143937299","23.6353203832195,-490.226528658042,-205.325782158816,-195.472259994197","2.15681789253367,0.987393953680757,0.547467739362217,0.0213702518540092","3.25365205696375,0.938819767874058,0.635484135045597,0.0486405068394619","2.87369228092346,0.954043593437331,0.642701412899367,0.0618478742627329","4.00736226147805,0.969692191495177,0.73970150909733,0.0333245697210579","3.01848810566407,0.96356265045272,0.691362375360675,0.0293539927507091","1.60460682361519,0.975012294345611,0.552199026815441,0.0130810973353109","4.10933717260351,0.797521576430278,1.1890281233647,0.0617063987679508","6.66479402572588,0.956568843913575,0.839261951322914,0.00898155002602346",TRUE,TRUE,""
"60","4,1,1,1","BFGS",1,-69473.8616758741,-34502.9095000939,"3.38698699221763,0.955873375871377,0.638402261859372,0.0474516377232861","2.83831111209218,1.00123498831282,0.448094023757646,0.0917453340566503","3.5289776451439,0.959539179231691,0.717830447598309,0.0314947731109026","2.59312975509325,0.98742977242865,0.608227282329314,0.0330529394639362","3.55003143025578,0.941551592503539,0.773316979672663,0.0251558143937299","23.6353203832195,-490.226528658042,-205.325782158816,-195.472259994197","2.15681789253367,0.987393953680757,0.547467739362217,0.0213702518540092","3.25365205696375,0.938819767874058,0.635484135045597,0.0486405068394619","2.87369228092346,0.954043593437331,0.642701412899367,0.0618478742627329","4.00736226147805,0.969692191495177,0.73970150909733,0.0333245697210579","3.01848810566407,0.96356265045272,0.691362375360675,0.0293539927507091","1.60460682361519,0.975012294345611,0.552199026815441,0.0130810973353109","4.10933717260351,0.797521576430278,1.1890281233647,0.0617063987679508","6.66479402572588,0.956568843913575,0.839261951322914,0.00898155002602346",TRUE,TRUE,""
"61","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"62","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"63","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"64","3,0.7,1,7e-04","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"65","3,0.7,1,7e-04","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"66","3,0.7,1,7e-04","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"67","2.5,0.8,0.9,0.001","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"68","2.5,0.8,0.9,0.001","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"69","2.5,0.8,0.9,0.001","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"70","4,0.5,0.8,9e-04","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"71","4,0.5,0.8,9e-04","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"72","4,0.5,0.8,9e-04","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"73","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"74","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"75","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","L-BFGS-B",1,-69473.8616758741,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"76","1.416,0.984,0.444,0.101","L-BFGS-B",1,-78590.3218936231,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
"77","1.416,0.984,0.444,0.101","L-BFGS-B",1,-69478.2446614625,-34495.2279253246,"3.38741098291556,0.95588416941915,0.638416134744564,0.0474566699444867","2.83830929041852,1.00124700506728,0.448083706933646,0.0917454243904523","3.52971788249704,0.959548853493532,0.717868585306562,0.0314720395321536","2.59443010920453,0.987397339923466,0.608427965482173,0.0330554157803707","3.54857395668619,0.941574766873979,0.773162032236554,0.0251615726533903","4.01075629804354,0.728120989618074,0.887523495799426,-0.441142241068293","2.15596302278661,0.987440110604965,0.547334404868151,0.0213993038493972","3.25364503484258,0.938831881048998,0.635488916764208,0.0486504150992806","2.87335612345675,0.954043139806192,0.642680726526701,0.0618475882260404","4.02630604433436,0.969489220181713,0.741570300653281,0.0333310657164829","3.01825655158417,0.963563886733406,0.691379619717099,0.0293468205273128","4.00431715909202,0.920130171088128,0.927062208466926,0.0165200736746836","4.10967750050763,0.797519319726449,1.18907096153168,0.0617069640407876","4.01456321293854,0.962635813864041,0.72833405249265,0.00939637935673681",FALSE,TRUE,""
