"","ic","method","pval","null_l","tmt_l","or_7_1_param","or_6_2_param","fl_8_3_param","fl_8_5_param","all_converge","valid_subset"
"1","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-68459.9,-69215.4883039864,"3.36367516801099,0.974671979139597,0.619316891058951,0.049146847960295","4.31240468286308,0.939945261500303,0.671889993544293,0.0853510374862565","3.06433379403896,0.94720346356721,0.610138104986587,0.0472830506749761","6.67644162728579,0.858682545532779,1.02875378713674,0.0599118673876708",TRUE,TRUE
"2","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",1,-69949.4,-69215.4883039864,"3.36367516801099,0.974671979139597,0.619316891058951,0.049146847960295","4.31240468286308,0.939945261500303,0.671889993544293,0.0853510374862565","3.06433379403896,0.94720346356721,0.610138104986587,0.0472830506749761","6.67644162728579,0.858682545532779,1.02875378713674,0.0599118673876708",TRUE,TRUE
"3","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",1,-69527.7,-69215.4883039864,"3.36367516801099,0.974671979139597,0.619316891058951,0.049146847960295","4.31240468286308,0.939945261500303,0.671889993544293,0.0853510374862565","3.06433379403896,0.94720346356721,0.610138104986587,0.0472830506749761","6.67644162728579,0.858682545532779,1.02875378713674,0.0599118673876708",TRUE,TRUE
"4","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-68978.8,-69215.4883039864,"3.36367516801099,0.974671979139597,0.619316891058951,0.049146847960295","4.31240468286308,0.939945261500303,0.671889993544293,0.0853510374862565","3.06433379403896,0.94720346356721,0.610138104986587,0.0472830506749761","6.67644162728579,0.858682545532779,1.02875378713674,0.0599118673876708",TRUE,TRUE
"5","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",1,-69948.2,-69215.4883039864,"3.36367516801099,0.974671979139597,0.619316891058951,0.049146847960295","4.31240468286308,0.939945261500303,0.671889993544293,0.0853510374862565","3.06433379403896,0.94720346356721,0.610138104986587,0.0472830506749761","6.67644162728579,0.858682545532779,1.02875378713674,0.0599118673876708",TRUE,TRUE
"6","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",1,-69953.7,-69215.4883039864,"3.36367516801099,0.974671979139597,0.619316891058951,0.049146847960295","4.31240468286308,0.939945261500303,0.671889993544293,0.0853510374862565","3.06433379403896,0.94720346356721,0.610138104986587,0.0472830506749761","6.67644162728579,0.858682545532779,1.02875378713674,0.0599118673876708",TRUE,TRUE
"7","3,0.7,1,7e-04","Nelder-Mead",0,-68459.9,-71587.645848881,"3.59537053178253,0.960002911368764,0.659017089607977,0.0497875401517388","3.33808169186803,0.989237965045694,0.536227920146562,0.0843117813980468","2.9378990002477,0.954807878177899,0.591577099438813,0.0481127297530172","2.68973357850186,0.955422416427001,0.558936065476662,0.0506638448537102",TRUE,TRUE
"8","3,0.7,1,7e-04","Nelder-Mead",0,-69949.4,-71587.645848881,"3.59537053178253,0.960002911368764,0.659017089607977,0.0497875401517388","3.33808169186803,0.989237965045694,0.536227920146562,0.0843117813980468","2.9378990002477,0.954807878177899,0.591577099438813,0.0481127297530172","2.68973357850186,0.955422416427001,0.558936065476662,0.0506638448537102",TRUE,TRUE
"9","3,0.7,1,7e-04","Nelder-Mead",0,-69527.7,-71587.645848881,"3.59537053178253,0.960002911368764,0.659017089607977,0.0497875401517388","3.33808169186803,0.989237965045694,0.536227920146562,0.0843117813980468","2.9378990002477,0.954807878177899,0.591577099438813,0.0481127297530172","2.68973357850186,0.955422416427001,0.558936065476662,0.0506638448537102",TRUE,TRUE
"10","3,0.7,1,7e-04","Nelder-Mead",0,-68978.8,-71587.645848881,"3.59537053178253,0.960002911368764,0.659017089607977,0.0497875401517388","3.33808169186803,0.989237965045694,0.536227920146562,0.0843117813980468","2.9378990002477,0.954807878177899,0.591577099438813,0.0481127297530172","2.68973357850186,0.955422416427001,0.558936065476662,0.0506638448537102",TRUE,TRUE
"11","3,0.7,1,7e-04","Nelder-Mead",0,-69948.2,-71587.645848881,"3.59537053178253,0.960002911368764,0.659017089607977,0.0497875401517388","3.33808169186803,0.989237965045694,0.536227920146562,0.0843117813980468","2.9378990002477,0.954807878177899,0.591577099438813,0.0481127297530172","2.68973357850186,0.955422416427001,0.558936065476662,0.0506638448537102",TRUE,TRUE
"12","3,0.7,1,7e-04","Nelder-Mead",0,-69953.7,-71587.645848881,"3.59537053178253,0.960002911368764,0.659017089607977,0.0497875401517388","3.33808169186803,0.989237965045694,0.536227920146562,0.0843117813980468","2.9378990002477,0.954807878177899,0.591577099438813,0.0481127297530172","2.68973357850186,0.955422416427001,0.558936065476662,0.0506638448537102",TRUE,TRUE
"13","2.5,0.8,0.9,0.001","Nelder-Mead",0,-68459.9,-71734.9690111889,"3.42408702372739,0.964266280390142,0.641409233027805,0.0503663195359375","3.27423517116882,0.995332432718018,0.524966369388711,0.0838002813271913","3.01262471990316,0.952029403119987,0.599762020557244,0.0476626905840929","2.85130458195974,0.965651330727002,0.561350519852894,0.0509640135448286",TRUE,TRUE
"14","2.5,0.8,0.9,0.001","Nelder-Mead",0,-69949.4,-71734.9690111889,"3.42408702372739,0.964266280390142,0.641409233027805,0.0503663195359375","3.27423517116882,0.995332432718018,0.524966369388711,0.0838002813271913","3.01262471990316,0.952029403119987,0.599762020557244,0.0476626905840929","2.85130458195974,0.965651330727002,0.561350519852894,0.0509640135448286",TRUE,TRUE
"15","2.5,0.8,0.9,0.001","Nelder-Mead",0,-69527.7,-71734.9690111889,"3.42408702372739,0.964266280390142,0.641409233027805,0.0503663195359375","3.27423517116882,0.995332432718018,0.524966369388711,0.0838002813271913","3.01262471990316,0.952029403119987,0.599762020557244,0.0476626905840929","2.85130458195974,0.965651330727002,0.561350519852894,0.0509640135448286",TRUE,TRUE
"16","2.5,0.8,0.9,0.001","Nelder-Mead",0,-68978.8,-71734.9690111889,"3.42408702372739,0.964266280390142,0.641409233027805,0.0503663195359375","3.27423517116882,0.995332432718018,0.524966369388711,0.0838002813271913","3.01262471990316,0.952029403119987,0.599762020557244,0.0476626905840929","2.85130458195974,0.965651330727002,0.561350519852894,0.0509640135448286",TRUE,TRUE
"17","2.5,0.8,0.9,0.001","Nelder-Mead",0,-69948.2,-71734.9690111889,"3.42408702372739,0.964266280390142,0.641409233027805,0.0503663195359375","3.27423517116882,0.995332432718018,0.524966369388711,0.0838002813271913","3.01262471990316,0.952029403119987,0.599762020557244,0.0476626905840929","2.85130458195974,0.965651330727002,0.561350519852894,0.0509640135448286",TRUE,TRUE
"18","2.5,0.8,0.9,0.001","Nelder-Mead",0,-69953.7,-71734.9690111889,"3.42408702372739,0.964266280390142,0.641409233027805,0.0503663195359375","3.27423517116882,0.995332432718018,0.524966369388711,0.0838002813271913","3.01262471990316,0.952029403119987,0.599762020557244,0.0476626905840929","2.85130458195974,0.965651330727002,0.561350519852894,0.0509640135448286",TRUE,TRUE
"19","4,0.5,0.8,9e-04","Nelder-Mead",0,-68459.9,-71127.7117343001,"3.7643550921166,0.930470076004128,0.711082411635825,0.0503074517481919","3.90376567951578,0.957427191286385,0.618322764124706,0.0852892985745848","3.94156008226955,0.917427566064136,0.732360642927455,0.0488444105636149","3.86065753213215,0.909497758429333,0.731724137958452,0.0514704368172106",TRUE,TRUE
"20","4,0.5,0.8,9e-04","Nelder-Mead",0,-69949.4,-71127.7117343001,"3.7643550921166,0.930470076004128,0.711082411635825,0.0503074517481919","3.90376567951578,0.957427191286385,0.618322764124706,0.0852892985745848","3.94156008226955,0.917427566064136,0.732360642927455,0.0488444105636149","3.86065753213215,0.909497758429333,0.731724137958452,0.0514704368172106",TRUE,TRUE
"21","4,0.5,0.8,9e-04","Nelder-Mead",0,-69527.7,-71127.7117343001,"3.7643550921166,0.930470076004128,0.711082411635825,0.0503074517481919","3.90376567951578,0.957427191286385,0.618322764124706,0.0852892985745848","3.94156008226955,0.917427566064136,0.732360642927455,0.0488444105636149","3.86065753213215,0.909497758429333,0.731724137958452,0.0514704368172106",TRUE,TRUE
"22","4,0.5,0.8,9e-04","Nelder-Mead",0,-68978.8,-71127.7117343001,"3.7643550921166,0.930470076004128,0.711082411635825,0.0503074517481919","3.90376567951578,0.957427191286385,0.618322764124706,0.0852892985745848","3.94156008226955,0.917427566064136,0.732360642927455,0.0488444105636149","3.86065753213215,0.909497758429333,0.731724137958452,0.0514704368172106",TRUE,TRUE
"23","4,0.5,0.8,9e-04","Nelder-Mead",0,-69948.2,-71127.7117343001,"3.7643550921166,0.930470076004128,0.711082411635825,0.0503074517481919","3.90376567951578,0.957427191286385,0.618322764124706,0.0852892985745848","3.94156008226955,0.917427566064136,0.732360642927455,0.0488444105636149","3.86065753213215,0.909497758429333,0.731724137958452,0.0514704368172106",TRUE,TRUE
"24","4,0.5,0.8,9e-04","Nelder-Mead",0,-69953.7,-71127.7117343001,"3.7643550921166,0.930470076004128,0.711082411635825,0.0503074517481919","3.90376567951578,0.957427191286385,0.618322764124706,0.0852892985745848","3.94156008226955,0.917427566064136,0.732360642927455,0.0488444105636149","3.86065753213215,0.909497758429333,0.731724137958452,0.0514704368172106",TRUE,TRUE
"25","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","Nelder-Mead",0,-68459.9,-70472.2929453528,"3.52909940681399,0.964211681984964,0.646861811443735,0.0501473728179126","2.26445333706215,0.990279030653641,0.42477585585317,0.0893852653711054","3.29812638698901,0.938738932782885,0.646021860162412,0.0475397241885397","3.1778730434417,0.957611814755006,0.596489778363075,0.0508433084487072",TRUE,TRUE
"26","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","Nelder-Mead",0,-69949.4,-70472.2929453528,"3.52909940681399,0.964211681984964,0.646861811443735,0.0501473728179126","2.26445333706215,0.990279030653641,0.42477585585317,0.0893852653711054","3.29812638698901,0.938738932782885,0.646021860162412,0.0475397241885397","3.1778730434417,0.957611814755006,0.596489778363075,0.0508433084487072",TRUE,TRUE
"27","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","Nelder-Mead",0,-69527.7,-70472.2929453528,"3.52909940681399,0.964211681984964,0.646861811443735,0.0501473728179126","2.26445333706215,0.990279030653641,0.42477585585317,0.0893852653711054","3.29812638698901,0.938738932782885,0.646021860162412,0.0475397241885397","3.1778730434417,0.957611814755006,0.596489778363075,0.0508433084487072",TRUE,TRUE
"28","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","Nelder-Mead",0,-68978.8,-70472.2929453528,"3.52909940681399,0.964211681984964,0.646861811443735,0.0501473728179126","2.26445333706215,0.990279030653641,0.42477585585317,0.0893852653711054","3.29812638698901,0.938738932782885,0.646021860162412,0.0475397241885397","3.1778730434417,0.957611814755006,0.596489778363075,0.0508433084487072",TRUE,TRUE
"29","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","Nelder-Mead",0,-69948.2,-70472.2929453528,"3.52909940681399,0.964211681984964,0.646861811443735,0.0501473728179126","2.26445333706215,0.990279030653641,0.42477585585317,0.0893852653711054","3.29812638698901,0.938738932782885,0.646021860162412,0.0475397241885397","3.1778730434417,0.957611814755006,0.596489778363075,0.0508433084487072",TRUE,TRUE
"30","2.06298813383416,0.996834375176346,0.620826880046437,0.0015131111126072","Nelder-Mead",0,-69953.7,-70472.2929453528,"3.52909940681399,0.964211681984964,0.646861811443735,0.0501473728179126","2.26445333706215,0.990279030653641,0.42477585585317,0.0893852653711054","3.29812638698901,0.938738932782885,0.646021860162412,0.0475397241885397","3.1778730434417,0.957611814755006,0.596489778363075,0.0508433084487072",TRUE,TRUE
"31","1.416,0.984,0.444,0.101","Nelder-Mead",0,-68459.9,-71855.4778864424,"3.51246336323799,0.965461759382586,0.644091484746882,0.0501166859108027","3.27258247887168,0.995824626797295,0.523672631361423,0.0835752741418822","3.30989337808653,0.937606883619483,0.647662785238377,0.0475325852839557","3.13658782736214,0.947435541466965,0.612160623359593,0.050333474063284",TRUE,TRUE
"32","1.416,0.984,0.444,0.101","Nelder-Mead",0,-69949.4,-71855.4778864424,"3.51246336323799,0.965461759382586,0.644091484746882,0.0501166859108027","3.27258247887168,0.995824626797295,0.523672631361423,0.0835752741418822","3.30989337808653,0.937606883619483,0.647662785238377,0.0475325852839557","3.13658782736214,0.947435541466965,0.612160623359593,0.050333474063284",TRUE,TRUE
"33","1.416,0.984,0.444,0.101","Nelder-Mead",0,-69527.7,-71855.4778864424,"3.51246336323799,0.965461759382586,0.644091484746882,0.0501166859108027","3.27258247887168,0.995824626797295,0.523672631361423,0.0835752741418822","3.30989337808653,0.937606883619483,0.647662785238377,0.0475325852839557","3.13658782736214,0.947435541466965,0.612160623359593,0.050333474063284",TRUE,TRUE
"34","1.416,0.984,0.444,0.101","Nelder-Mead",0,-68978.8,-71855.4778864424,"3.51246336323799,0.965461759382586,0.644091484746882,0.0501166859108027","3.27258247887168,0.995824626797295,0.523672631361423,0.0835752741418822","3.30989337808653,0.937606883619483,0.647662785238377,0.0475325852839557","3.13658782736214,0.947435541466965,0.612160623359593,0.050333474063284",TRUE,TRUE
"35","1.416,0.984,0.444,0.101","Nelder-Mead",0,-69948.2,-71855.4778864424,"3.51246336323799,0.965461759382586,0.644091484746882,0.0501166859108027","3.27258247887168,0.995824626797295,0.523672631361423,0.0835752741418822","3.30989337808653,0.937606883619483,0.647662785238377,0.0475325852839557","3.13658782736214,0.947435541466965,0.612160623359593,0.050333474063284",TRUE,TRUE
"36","1.416,0.984,0.444,0.101","Nelder-Mead",0,-69953.7,-71855.4778864424,"3.51246336323799,0.965461759382586,0.644091484746882,0.0501166859108027","3.27258247887168,0.995824626797295,0.523672631361423,0.0835752741418822","3.30989337808653,0.937606883619483,0.647662785238377,0.0475325852839557","3.13658782736214,0.947435541466965,0.612160623359593,0.050333474063284",TRUE,TRUE
"37","5e-04,0.5,1,1","Nelder-Mead",0,-68459.9,-71846.7475553474,"3.51270136465004,0.965267063316555,0.644380222890103,0.0501443098160737","3.27269635455043,0.995887489355184,0.523605576284863,0.0835787547538638","3.2726922987351,0.940495336156799,0.637587763028299,0.0486381269490085","3.1363422132601,0.947457374251792,0.61210877040984,0.0503312467558031",FALSE,TRUE
"38","5e-04,0.5,1,1","Nelder-Mead",0,-69949.4,-71846.7475553474,"3.51270136465004,0.965267063316555,0.644380222890103,0.0501443098160737","3.27269635455043,0.995887489355184,0.523605576284863,0.0835787547538638","3.2726922987351,0.940495336156799,0.637587763028299,0.0486381269490085","3.1363422132601,0.947457374251792,0.61210877040984,0.0503312467558031",FALSE,TRUE
"39","5e-04,0.5,1,1","Nelder-Mead",0,-69527.7,-71846.7475553474,"3.51270136465004,0.965267063316555,0.644380222890103,0.0501443098160737","3.27269635455043,0.995887489355184,0.523605576284863,0.0835787547538638","3.2726922987351,0.940495336156799,0.637587763028299,0.0486381269490085","3.1363422132601,0.947457374251792,0.61210877040984,0.0503312467558031",FALSE,TRUE
"40","5e-04,0.5,1,1","Nelder-Mead",0,-68978.8,-71846.7475553474,"3.51270136465004,0.965267063316555,0.644380222890103,0.0501443098160737","3.27269635455043,0.995887489355184,0.523605576284863,0.0835787547538638","3.2726922987351,0.940495336156799,0.637587763028299,0.0486381269490085","3.1363422132601,0.947457374251792,0.61210877040984,0.0503312467558031",FALSE,TRUE
"41","5e-04,0.5,1,1","Nelder-Mead",0,-69948.2,-71846.7475553474,"3.51270136465004,0.965267063316555,0.644380222890103,0.0501443098160737","3.27269635455043,0.995887489355184,0.523605576284863,0.0835787547538638","3.2726922987351,0.940495336156799,0.637587763028299,0.0486381269490085","3.1363422132601,0.947457374251792,0.61210877040984,0.0503312467558031",FALSE,TRUE
"42","5e-04,0.5,1,1","Nelder-Mead",0,-69953.7,-71846.7475553474,"3.51270136465004,0.965267063316555,0.644380222890103,0.0501443098160737","3.27269635455043,0.995887489355184,0.523605576284863,0.0835787547538638","3.2726922987351,0.940495336156799,0.637587763028299,0.0486381269490085","3.1363422132601,0.947457374251792,0.61210877040984,0.0503312467558031",FALSE,TRUE
"43","2.5,1,1,1","Nelder-Mead",0,-68459.9,-71843.563248674,"3.51255220374906,0.965431785053707,0.644138470975395,0.0501083972995545","3.39260117045759,0.992421041228469,0.537332004592104,0.0835987863647282","3.30944861968381,0.937599506437061,0.647635265176575,0.0475337575866086","3.13682516233104,0.947485987460798,0.612112049843502,0.050332881387219",TRUE,TRUE
"44","2.5,1,1,1","Nelder-Mead",0,-69949.4,-71843.563248674,"3.51255220374906,0.965431785053707,0.644138470975395,0.0501083972995545","3.39260117045759,0.992421041228469,0.537332004592104,0.0835987863647282","3.30944861968381,0.937599506437061,0.647635265176575,0.0475337575866086","3.13682516233104,0.947485987460798,0.612112049843502,0.050332881387219",TRUE,TRUE
"45","2.5,1,1,1","Nelder-Mead",0,-69527.7,-71843.563248674,"3.51255220374906,0.965431785053707,0.644138470975395,0.0501083972995545","3.39260117045759,0.992421041228469,0.537332004592104,0.0835987863647282","3.30944861968381,0.937599506437061,0.647635265176575,0.0475337575866086","3.13682516233104,0.947485987460798,0.612112049843502,0.050332881387219",TRUE,TRUE
"46","2.5,1,1,1","Nelder-Mead",0,-68978.8,-71843.563248674,"3.51255220374906,0.965431785053707,0.644138470975395,0.0501083972995545","3.39260117045759,0.992421041228469,0.537332004592104,0.0835987863647282","3.30944861968381,0.937599506437061,0.647635265176575,0.0475337575866086","3.13682516233104,0.947485987460798,0.612112049843502,0.050332881387219",TRUE,TRUE
"47","2.5,1,1,1","Nelder-Mead",0,-69948.2,-71843.563248674,"3.51255220374906,0.965431785053707,0.644138470975395,0.0501083972995545","3.39260117045759,0.992421041228469,0.537332004592104,0.0835987863647282","3.30944861968381,0.937599506437061,0.647635265176575,0.0475337575866086","3.13682516233104,0.947485987460798,0.612112049843502,0.050332881387219",TRUE,TRUE
"48","2.5,1,1,1","Nelder-Mead",0,-69953.7,-71843.563248674,"3.51255220374906,0.965431785053707,0.644138470975395,0.0501083972995545","3.39260117045759,0.992421041228469,0.537332004592104,0.0835987863647282","3.30944861968381,0.937599506437061,0.647635265176575,0.0475337575866086","3.13682516233104,0.947485987460798,0.612112049843502,0.050332881387219",TRUE,TRUE
"49","4,0.94,0.7029,0.0546","Nelder-Mead",0,-68459.9,-71855.475380882,"3.51248897603373,0.965474605910628,0.644049564730194,0.0501187633450924","3.27250647114053,0.995853803701343,0.523643343378518,0.0835786893683524","3.30954249748354,0.937558829627103,0.647699480777139,0.0475365482479521","3.13582179471962,0.94753950363409,0.611927675559047,0.0503161986916665",TRUE,TRUE
"50","4,0.94,0.7029,0.0546","Nelder-Mead",0,-69949.4,-71855.475380882,"3.51248897603373,0.965474605910628,0.644049564730194,0.0501187633450924","3.27250647114053,0.995853803701343,0.523643343378518,0.0835786893683524","3.30954249748354,0.937558829627103,0.647699480777139,0.0475365482479521","3.13582179471962,0.94753950363409,0.611927675559047,0.0503161986916665",TRUE,TRUE
"51","4,0.94,0.7029,0.0546","Nelder-Mead",0,-69527.7,-71855.475380882,"3.51248897603373,0.965474605910628,0.644049564730194,0.0501187633450924","3.27250647114053,0.995853803701343,0.523643343378518,0.0835786893683524","3.30954249748354,0.937558829627103,0.647699480777139,0.0475365482479521","3.13582179471962,0.94753950363409,0.611927675559047,0.0503161986916665",TRUE,TRUE
"52","4,0.94,0.7029,0.0546","Nelder-Mead",0,-68978.8,-71855.475380882,"3.51248897603373,0.965474605910628,0.644049564730194,0.0501187633450924","3.27250647114053,0.995853803701343,0.523643343378518,0.0835786893683524","3.30954249748354,0.937558829627103,0.647699480777139,0.0475365482479521","3.13582179471962,0.94753950363409,0.611927675559047,0.0503161986916665",TRUE,TRUE
"53","4,0.94,0.7029,0.0546","Nelder-Mead",0,-69948.2,-71855.475380882,"3.51248897603373,0.965474605910628,0.644049564730194,0.0501187633450924","3.27250647114053,0.995853803701343,0.523643343378518,0.0835786893683524","3.30954249748354,0.937558829627103,0.647699480777139,0.0475365482479521","3.13582179471962,0.94753950363409,0.611927675559047,0.0503161986916665",TRUE,TRUE
"54","4,0.94,0.7029,0.0546","Nelder-Mead",0,-69953.7,-71855.475380882,"3.51248897603373,0.965474605910628,0.644049564730194,0.0501187633450924","3.27250647114053,0.995853803701343,0.523643343378518,0.0835786893683524","3.30954249748354,0.937558829627103,0.647699480777139,0.0475365482479521","3.13582179471962,0.94753950363409,0.611927675559047,0.0503161986916665",TRUE,TRUE
"55","4,1,1,1","Nelder-Mead",0,-68459.9,-71855.4781198128,"3.51268894524464,0.965427564598262,0.644164171695098,0.0501141780483688","3.27267028648698,0.995795384591149,0.523696742727453,0.0835808082928854","3.30956999023198,0.937586701947963,0.647678188667816,0.0475368459451785","3.13638630200376,0.947475915192377,0.612089549540198,0.0503320903347687",TRUE,TRUE
"56","4,1,1,1","Nelder-Mead",0,-69949.4,-71855.4781198128,"3.51268894524464,0.965427564598262,0.644164171695098,0.0501141780483688","3.27267028648698,0.995795384591149,0.523696742727453,0.0835808082928854","3.30956999023198,0.937586701947963,0.647678188667816,0.0475368459451785","3.13638630200376,0.947475915192377,0.612089549540198,0.0503320903347687",TRUE,TRUE
"57","4,1,1,1","Nelder-Mead",0,-69527.7,-71855.4781198128,"3.51268894524464,0.965427564598262,0.644164171695098,0.0501141780483688","3.27267028648698,0.995795384591149,0.523696742727453,0.0835808082928854","3.30956999023198,0.937586701947963,0.647678188667816,0.0475368459451785","3.13638630200376,0.947475915192377,0.612089549540198,0.0503320903347687",TRUE,TRUE
"58","4,1,1,1","Nelder-Mead",0,-68978.8,-71855.4781198128,"3.51268894524464,0.965427564598262,0.644164171695098,0.0501141780483688","3.27267028648698,0.995795384591149,0.523696742727453,0.0835808082928854","3.30956999023198,0.937586701947963,0.647678188667816,0.0475368459451785","3.13638630200376,0.947475915192377,0.612089549540198,0.0503320903347687",TRUE,TRUE
"59","4,1,1,1","Nelder-Mead",0,-69948.2,-71855.4781198128,"3.51268894524464,0.965427564598262,0.644164171695098,0.0501141780483688","3.27267028648698,0.995795384591149,0.523696742727453,0.0835808082928854","3.30956999023198,0.937586701947963,0.647678188667816,0.0475368459451785","3.13638630200376,0.947475915192377,0.612089549540198,0.0503320903347687",TRUE,TRUE
"60","4,1,1,1","Nelder-Mead",0,-69953.7,-71855.4781198128,"3.51268894524464,0.965427564598262,0.644164171695098,0.0501141780483688","3.27267028648698,0.995795384591149,0.523696742727453,0.0835808082928854","3.30956999023198,0.937586701947963,0.647678188667816,0.0475368459451785","3.13638630200376,0.947475915192377,0.612089549540198,0.0503320903347687",TRUE,TRUE
"61","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",1,-68459.9,8000,"4.88873461921046,2.32265560589213,1.75758305048662,-24.1617624795167","4.88541514047274,4.01452779723352,1.79050079618213,-45.5964945781231","4.88876443349481,2.49190951188996,1.75708798911182,-25.7825872402985","4.88789656105257,3.12116902657844,1.76652937989866,-33.8073556717202",TRUE,TRUE
"62","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",1,-69949.4,8000,"4.88873461921046,2.32265560589213,1.75758305048662,-24.1617624795167","4.88541514047274,4.01452779723352,1.79050079618213,-45.5964945781231","4.88876443349481,2.49190951188996,1.75708798911182,-25.7825872402985","4.88789656105257,3.12116902657844,1.76652937989866,-33.8073556717202",TRUE,TRUE
"63","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",1,-69527.7,8000,"4.88873461921046,2.32265560589213,1.75758305048662,-24.1617624795167","4.88541514047274,4.01452779723352,1.79050079618213,-45.5964945781231","4.88876443349481,2.49190951188996,1.75708798911182,-25.7825872402985","4.88789656105257,3.12116902657844,1.76652937989866,-33.8073556717202",TRUE,TRUE
"64","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",1,-68978.8,8000,"4.88873461921046,2.32265560589213,1.75758305048662,-24.1617624795167","4.88541514047274,4.01452779723352,1.79050079618213,-45.5964945781231","4.88876443349481,2.49190951188996,1.75708798911182,-25.7825872402985","4.88789656105257,3.12116902657844,1.76652937989866,-33.8073556717202",TRUE,TRUE
"65","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",1,-69948.2,8000,"4.88873461921046,2.32265560589213,1.75758305048662,-24.1617624795167","4.88541514047274,4.01452779723352,1.79050079618213,-45.5964945781231","4.88876443349481,2.49190951188996,1.75708798911182,-25.7825872402985","4.88789656105257,3.12116902657844,1.76652937989866,-33.8073556717202",TRUE,TRUE
"66","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","BFGS",1,-69953.7,8000,"4.88873461921046,2.32265560589213,1.75758305048662,-24.1617624795167","4.88541514047274,4.01452779723352,1.79050079618213,-45.5964945781231","4.88876443349481,2.49190951188996,1.75708798911182,-25.7825872402985","4.88789656105257,3.12116902657844,1.76652937989866,-33.8073556717202",TRUE,TRUE
"67","3,0.7,1,7e-04","BFGS",1,-68459.9,8000,"2.97866979204144,4.17149202777283,1.29009435114963,-26.5941911809326","3.02333060270105,5.08074891330005,1.00432016510132,-62.2556611195273","2.97887630712387,4.36873021656778,1.28769976885486,-26.0142837047919","2.97354302666324,5.43765271519309,1.35546878282382,-34.5936199212909",TRUE,TRUE
"68","3,0.7,1,7e-04","BFGS",1,-69949.4,8000,"2.97866979204144,4.17149202777283,1.29009435114963,-26.5941911809326","3.02333060270105,5.08074891330005,1.00432016510132,-62.2556611195273","2.97887630712387,4.36873021656778,1.28769976885486,-26.0142837047919","2.97354302666324,5.43765271519309,1.35546878282382,-34.5936199212909",TRUE,TRUE
"69","3,0.7,1,7e-04","BFGS",1,-69527.7,8000,"2.97866979204144,4.17149202777283,1.29009435114963,-26.5941911809326","3.02333060270105,5.08074891330005,1.00432016510132,-62.2556611195273","2.97887630712387,4.36873021656778,1.28769976885486,-26.0142837047919","2.97354302666324,5.43765271519309,1.35546878282382,-34.5936199212909",TRUE,TRUE
"70","3,0.7,1,7e-04","BFGS",1,-68978.8,8000,"2.97866979204144,4.17149202777283,1.29009435114963,-26.5941911809326","3.02333060270105,5.08074891330005,1.00432016510132,-62.2556611195273","2.97887630712387,4.36873021656778,1.28769976885486,-26.0142837047919","2.97354302666324,5.43765271519309,1.35546878282382,-34.5936199212909",TRUE,TRUE
"71","3,0.7,1,7e-04","BFGS",1,-69948.2,8000,"2.97866979204144,4.17149202777283,1.29009435114963,-26.5941911809326","3.02333060270105,5.08074891330005,1.00432016510132,-62.2556611195273","2.97887630712387,4.36873021656778,1.28769976885486,-26.0142837047919","2.97354302666324,5.43765271519309,1.35546878282382,-34.5936199212909",TRUE,TRUE
"72","3,0.7,1,7e-04","BFGS",1,-69953.7,8000,"2.97866979204144,4.17149202777283,1.29009435114963,-26.5941911809326","3.02333060270105,5.08074891330005,1.00432016510132,-62.2556611195273","2.97887630712387,4.36873021656778,1.28769976885486,-26.0142837047919","2.97354302666324,5.43765271519309,1.35546878282382,-34.5936199212909",TRUE,TRUE
"73","2.5,0.8,0.9,0.001","BFGS",1,-68459.9,8000,"2.57586339914515,2.70194600612396,0.698227238665256,-35.0874618785701","2.62920448330048,-0.399669623930512,0.190720735414215,-38.9529685366303","2.57693755850262,2.4745781801177,0.661400458305168,-31.2221607516771","2.62648229222454,2.57755251566792,0.41991723866291,-45.863718954568",TRUE,TRUE
"74","2.5,0.8,0.9,0.001","BFGS",1,-69949.4,8000,"2.57586339914515,2.70194600612396,0.698227238665256,-35.0874618785701","2.62920448330048,-0.399669623930512,0.190720735414215,-38.9529685366303","2.57693755850262,2.4745781801177,0.661400458305168,-31.2221607516771","2.62648229222454,2.57755251566792,0.41991723866291,-45.863718954568",TRUE,TRUE
