"clno","sizw","ids","dist_name","ratio"
"239",239,69,"1102 1103 703 702 701","Unknown",0.833333333333333
"240",240,3,"701","Unknown",0.333333333333333
"241",241,1,"701","Unknown",0
"242",242,10,"701 702 703","Unknown",0.55
"243",243,9,"701","Unknown",0.611111111111111
"244",244,1,"701","Unknown",0
"245",245,8,"701","Unknown",0.5625
"246",246,4,"701 702","Unknown",0.375
"247",247,5,"701 703","Unknown",0.5
"248",248,68,"701 702 703","Unknown",0.705882352941177
"249",249,1,"701","Unknown",0
"250",250,27,"702 703 701","Unknown",0.648148148148148
"251",251,1,"702","Unknown",0
"252",252,4030,"491 991 492 493 791","Prescribed Fire",0.969478908188586
"253",253,1,"703","Unknown",0
"254",254,1,"701","Unknown",0
"255",255,51,"703 701 702","Unknown",0.794117647058823
"256",256,228,"701 702 1102 703 1101 1103","Unknown",0.87719298245614
"257",257,144,"1031","Chemical",0.628472222222222
"258",258,136,"701 703 702","Unknown",0.738970588235294
"259",259,62,"701 702 703","Unknown",0.629032258064516
"260",260,1,"701","Unknown",0
"261",261,1,"701","Unknown",0
"262",262,39,"1071","Herbicide",0.628205128205128
"263",263,3,"703 702 701","Unknown",0.333333333333333
"264",264,5,"701 702","Unknown",0.4
"265",265,2,"701 702","Unknown",0.25
"266",266,2,"701","Unknown",0.25
"267",267,115,"701 703 702","Unknown",0.856521739130435
"268",268,5,"701 702","Unknown",0.4
"269",269,3,"701 702","Unknown",0.333333333333333
"270",270,124,"702 701 703","Unknown",0.754032258064516
"271",271,4,"701","Unknown",0.375
"272",272,6,"701","Unknown",0.416666666666667
"273",273,1,"701","Unknown",0
"274",274,1,"701","Unknown",0
"275",275,49,"703 702 701","Unknown",0.744897959183674
"276",276,1,"701","Unknown",0
"277",277,2,"701 702","Unknown",0.25
"278",278,213,"701 702 703","Unknown",0.838028169014085
"279",279,2,"702","Unknown",0.25
"280",280,15,"702 703 701","Unknown",0.566666666666667
"281",281,1,"701","Unknown",0
"282",282,1,"701","Unknown",0
"283",283,135,"702 701 703","Unknown",0.803703703703704
"284",284,493,"702 701 703","Unknown",0.899594320486815
"285",285,2,"701","Unknown",0.25
"286",286,52,"1071","Herbicide",0.778846153846154
"287",287,3,"701","Unknown",0.333333333333333
"288",288,2,"701 702","Unknown",0.25
"289",289,1,"701","Unknown",0
"290",290,84,"703 702 701","Unknown",0.821428571428571
"291",291,608,"701 702 703","Unknown",0.840460526315789
"292",292,21,"1071","Herbicide",0.571428571428571
"293",293,1,"701","Unknown",0
"294",294,2,"701 702","Unknown",0.25
"295",295,647,"702 703 701","Unknown",0.879443585780526
"296",296,227,"1103 1102 1101","Unknown",0.86784140969163
"297",297,72,"1103 1101 1102","Unknown",0.819444444444444
